citations,Symbol,Synonyms
1,AIMP1P1,SCYE1P|bA400P21.1
1,SNRPFP1,dJ1041C10.2
22,HTR3C,-
16,GIMAP1,HIMAP1|IAN2|IMAP1|IMAP38
15,GPHA2,A2|GPA2|ZSIG51
7,S100Z,Gm625|S100-zeta
2,IBD8,-
31,COMMD6,Acrg
15,XAGE3,CT12.3a|CT12.3b|GAGED4|PLAC6|XAGE-3|pp9012
4,XAGE5,CT12.5|GAGED5|XAGE-5
34,PSORS1C1,C6orf16|SEEK1
19,PSORS1C2,C6orf17|SPR1
1,SLEH1,-
23,NUDT10,APS2|DIPP3-alpha|DIPP3a
1,NUDT4P2,-
23,ADAMTS15,DA12
20,ADAMTS16,ADAMTS16s
31,ADAMTS17,WMS4
38,ADAMTS18,ADAMTS21|KNO2|MMCAT
10,COX7B2,-
1,BMIQ1,-
18,GSX2,DMJDS2|GSH2
16,KCNG3,KV10.1|KV6.3
10,DEFT1P,DEFQ1|DEFT1
62,PPP1R18,HKMT1098|KIAA1949
6,ZNF525,-
16,ZNF431,ZFP932
10,ZNF721,-
9,ANKRD24,-
2,SLI1,-
1,SLI2,-
77,ZNF384,CAGH1|CAGH1A|CIZ|ERDA2|NMP4|NP|TNRC1
15,ADAMTS19,CVDP2
17,ABHD11-AS1,LINC00035|NCRNA00035|WBSCR26
229,ASXL1,BOPS|MDS
46,SYNPO2,SYISL
1,DYX5,-
1,SHFM5,-
11,SPACA4,SAMP14
1,NICN2P,-
22,RHOV,ARHV|CHP|WRCH2
1,DSTNP2,-
6,DNAJB1P1,DNAJB1P|HSP40|psiHSP40
1,UBE2L5,UBCH7N2|UBE2L5P
43,NLRP6,AVR|CLR11.4|NALP6|NAVR|NAVR/AVR|PAN3|PYPAF5
9,ZNF675,TBZF|TIZ
1,TXNP2,-
1,LOC171417,-
1,GLRXP2,-
1,TXNP3,-
1,HSPE1P28,EPF5
1,HSPE1P16,EPF8
3,CRPP1,-
4,PDIA3P1,ERp60|GRP58P|PDIA3P
2,SPA17P1,Sp17-2
22,CLYBL,CLB
4,CYP2F2P,CYP2F1P
4,SRSF10P2,FUSIP1P2|SFRS13AP2|dJ836E8.1|pFUSIP1
14,FAM9A,TEX39A
18,FAM9B,TEX39B
10,FAM9C,TEX39C
2,ADIPQTL2,CAQ5
5,ADIPQTL3,CAQ14
1,PAOD1,-
1,ANON1,-
2,HBFQTL4,FHQTL
8,CYP2T1P,CYP2T2P
20,SPTSSA,C14orf147|SPG90A|SPG90B|SSSPTA
20,PTCRA,PT-ALPHA|PTA
3,HMGA1P2,HMGA1L2|HMGIYL2
1,TXNP6,-
32,POLR3H,C25|RPC22.9|RPC8
14,ABHD3,LABH3
11,PLAC4,C21orf115|PRED78
198,PGAM5,BXLBV68
2,MGR1,MA|MGAU
1,SLC20A1P1,-
1,SLC20A1P2,-
1,GOLGA4P3,-
1,GOLGA4P1,-
1,GOLGA4P2,-
3,RPS8P1,RPS8_5_1417
11,B3GNT6,"B3Gn-T6|BGnT-6|beta-1,3-Gn-T6|beta3Gn-T6"
1,RLS1,RLS
2,STQTL2,-
2,HDLCQ1,HDLC1
1,DDX50P1,RH-II/GuBp1
1,BMIQ2,-
2,OXCT2P1,OXCT2P
24,HIGD2A,RCF1b
19,KRT24,CK-24|K24|KA24
11,CYS1,-
69,AGO3,EIF2C3
44,AGO4,EIF2C4
1,DFNA43,-
1,SLEN1,-
1,SLEN2,-
26,SCAMP5,-
4,LINC00189,C21orf109|NCRNA00189
20,SDR16C5,EPHD-2|RDH#2|RDH-E2|RDHE2|retSDR2
11,PRXL2C,AAED1|C9orf21
12,ZNF367,AFF29|CDC14B|ZFF29
5,ANTXRL,-
9,EMX2OS,EMX2-AS1|NCRNA00045
11,PLPP4,DPPL2|PPAPDC1|PPAPDC1A
27,METTL15,METT5D1
1,SSU72L5,SSU72P5
1,RPS2P38,RPS2_18_1126
15,MPZL3,-
17,IMMP1L,IMMP1|IMP1|IMP1-LIKE
4,OR56B4,OR11-67
52,KRT78,CK-78|K5B|K78|Kb40
21,RILPL2,RLP2
35,DNAH10,SPGF56
7,AMN1,-
28,DTX3,RNF154|deltex3
25,TMT1B,ALDI|METTL7B
1,LINC02909,C12orf77
68,ZFC3H1,CCDC131|CSRC2|PSRC2
8,MYRFL,C12orf15|C12orf28|bcm1377
35,PLBD2,P76
8,GARIN6,FAM71C
17,RMST,LINC00054|NCRMS|NCRNA00054
10,CCER1,C12orf12
18,EEF2KMT,EFM3|FAM86A|SB153|eEF2-KMT
13,PIANP,C12orf53|LEDA1|PANP|leda-1
58,DCP1B,DCP1
86,ANO6,BDPLT7|SCTS|TMEM16F
121,ARID2,BAF200|CSS6|SMARCF3|ZIPZAP|p200
12,METTL21C,C13orf39
4,EEF1DP3,-
13,VSTM4,C10orf72
17,PAOX,PAO
6,FAM24B,-
7,VESTAR,LINC00638
26,ADCY4,AC4
4,LINC01599,C14orf183
10,FAM227B,C15orf33
3,DNM1P46,C15orf51|DNM1DN14.2|DNM1DN14@
4,CT62,-
11,GRAMD2A,GRAMD2
2,MGC15885,-
10,LCTL,KLG|KLPH
78,UBR1,JBS
13,PATL2,OOMD4|OZEMA4|Pat1a|hPat1a
6,SNAI3-AS1,-
5,LINC00311,NCRNA00311|TMEM148
20,LDHD,DLACD|DLD
20,FCSK,1110046B12Rik|CDGF2|FUK
115,MLKL,hMLKL
14,ZNF778,-
40,ACSF3,-
1,TUBB8P7,-
20,WDR90,C16orf15|C16orf16|C16orf17|C16orf18|C16orf19|POC16
12,EME2,SLX2B|gs125
7,CASP16P,CASP16
26,NLRC3,CLR16.2|NOD3
42,NSMCE1,NSE1
23,ZNF48,ZNF553
2,LKAAEAR1,C20orf201
22,DZIP1L,DZIP2|PKD5
18,TTC21A,IFT139A|SPGF37|STI2|Thm2
10,MCEMP1,C19orf59
17,ZNF627,-
14,DAND5,CER2|CERL2|CKTSF1B3|COCO|CRL2|DANTE|GREM3|SP1
9,ZNF585A,Zfp27
85,NLRP7,CLR19.4|HYDM|NALP7|NOD12|PAN7|PYPAF3
12,GGN,-
29,CADM4,IGSF4C|NECL4|Necl-4|TSLL2|synCAM4
16,THAP8,-
25,U2AF1L4,U2AF1-RS3|U2AF1L3|U2AF1L3V1|U2AF1RS3|U2af26
6,ZNF626,-
6,NIBAN3,BCNP1|FAM129C
4,ADM5,AM5|C19orf76
1,RNASEH1P3,-
10,LCE4A,LEP8|SPRL4A
19,ALG14,CMS15|IDDEBF|MEPCA
12,FAM76A,-
2,LINC00466,-
1,MRPS21P1,-
10,FYB2,ARAP|C1orf168
56,TMEM201,Ima1|NET5|SAMP1
6,TMEM61,-
22,CYP4Z1,CYP4A20
38,FAAP20,C1orf86|FP7162
3,CDCP2,-
8,SLC5A9,SGLT4
28,CC2D1B,Lgd1
13,NBPF11,NBPF24
6,NUDT17,-
104,TXLNA,IL14|TXLN
8,DYNLT5,TCTEX1D1
1,TUBB8P6,-
14,PLD5,PLDC
6,SPMIP3,C1orf100
33,SPAG17,CT143|PF6|SPGF55
7,SLFNL1,-
23,KRTCAP2,KCP2
88,CRTC2,TORC-2|TORC2
3,TMEM51-AS1,C1orf126
45,IBA57,C1orf69|MMDS3|SPG74
12,FAM209A,C20orf106|dJ1153D9.3
3,LINC00656,-
4,LINC00528,C22orf37
4,RNF215,-
156,APOBEC3A,A3A|ARP3|PHRBN|bK150C2.1
209,APOBEC3F,A3F|ARP8|BK150C2.4.MRNA|KA6
13,FOXD4L1,FOXD5|bA395L14.1
10,CFAP221,FAP221|PCDP1
9,VWA3B,SCAR22
9,CREG2,-
5,ALMS1P1,ALMS1L|ALMS1P
89,TET3,BEFAHRS|hCG_40738
26,GKN2,BRICD1B|GDDR|PRO813|TFIZ1|VLTI465
11,SPMIP9,C2orf51|TEX37|TSC21
16,ANKRD23,DARP|MARP3
37,APLF,APFL|C2orf13|PALF|Xip1|ZCCHH1
4,CRYGEP,CCL|CRYG5|CRYGEP1|D2S1472|G2
106,PIKFYVE,CFD|FAB1|HEL37|PIP5K|PIP5K3|ZFYVE29
11,KRTCAP3,KCP3
3,FAM237A,-
11,TMEM17,-
67,SPRED2,NS14|Spred-2
19,TIGD1,EEYORE
1,UICLM,CROCC2-AS1
7,ALG1L1P,ALG1L|ALG1L1
6,CFAP20DC,C3orf67
32,KCTD6,KCASH3
54,LIPH,AH|ARWH2|HYPT7|LAH2|LPDLR|PLA1B|mPA-PLA1
63,ARL13B,ARL2L1|JBTS8
18,DHFR2,DHFRL1|DHFRP4
20,HTR3D,5HT3D
55,RPL22L1,-
24,SLC51A,OSTA|OSTalpha|PFIC6|SLC51A1
46,FBXO45,Fbx45
14,KLHDC8B,CHL
36,MUC20,MUC-20
9,GABRR3,-
32,CEP112,CCDC46|MACOCO|SPGF44
5,DHRS7C,SDR32C2
10,TVP23C,FAM18B2
59,CENPV,3110013H01Rik|CENP-V|PRR6|p30
162,FLCN,BHD|DENND8B|FLCL
21,PLD6,ZUC
14,ARHGAP27,CAMGAP1|PP905|SH3D20|SH3P20
9,ZNF385C,-
14,SAMD14,-
4,LYRM9,C17orf108|HSD24
11,SLC16A13,MCT13
1,SPEM2,C17orf74
29,CENPX,CENP-X|D9|FAAP10|MHF2|STRA13
19,LRRC45,-
1,RPL32P31,RPL32_21_1577
32,SLC39A11,C17orf26|ZIP-11|ZIP11
4,AMZ2P1,-
6,NOS2P2,NOS2B
48,TRIM65,4732463G12Rik
89,UNC13D,FHL3|HLH3|HPLH3|Munc13-4
18,RDM1,RAD52B
11,SPNS3,SLC62A3|SLC63A3
26,FBXO15,FBX15
29,RAB12,-
2,DLGAP1-AS3,-
20,ZBTB7C,APM-1|APM1|ZBTB36|ZNF857C
13,ZNF584,-
20,ZSCAN4,ZNF494
40,HACD2,PTPLB
124,STT3B,CDG1X|SIMP|STT3-B
2,LINC00870,-
25,DNAH12,DHC3|DLP12|DLP3|DNAH12L|DNAH7L|DNAHC12|DNAHC3|DNHD2|HDHC3|HL-19|HL19
62,PDE12,2'-PDE|2-PDE
21,DENND6A,AFI1A|FAM116A
124,TIGIT,VSIG9|VSTM3|WUCAM
16,C4orf46,RCDG1
10,SLC10A4,P4
11,TIGD4,-
11,TMEM154,-
6,LINC00504,-
12,SMIM14,C4orf34
26,TMEM192,-
24,RWDD4,FAM28A|RWDD4A
58,PRIMPOL,CCDC111|MYP22|Primpol1
2,GK6P,GK7P|GKP1
31,TAPT1,CMVFR|OCLSBG
5,TAPT1-AS1,-
17,SPATA24,CCDC161|T6441
23,DNAJC18,-
1,RPL27P10,RPL27_5_551
8,FAM153B,-
12,RANBP3L,-
3,SIMC1P1,-
7,CCDC125,KENAE
10,LINC01554,C5orf27|FIS
6,GAPT,C5orf29
42,CMYA5,C5orf10|SPRYD2|TRIM76
16,STK32A,YANK1
5,OSTCP1,DC2L|OSTCL
7,TCTE1,D6S46|DRC5|FAP155
33,KHDRBS2,KHDRBS2-OT|KHDRBS2-OT1|SLM-1|SLM1
4,TRIM39-RPP21,TRIM39R
5,PAXIP1-DT,PAXIP1-AS1
2,RPL17P27,RPL17_17_857
2,OR2A3P,OR2A18P
5,C7orf33,-
19,TMEM184A,SDMG1|SLC51C1
16,ADCK5,-
16,TSNARE1,-
440,TUBB,CDCBM6|CSCSC1|M40|OK/SW-cl.56|TUBB1|TUBB5
11,R3HCC1,-
5,PRSS55,CT153|T-SP1|TSP1|UNQ9391
9,C8orf74,-
27,HTRA4,-
11,ADAM32,-
12,ERICH5,C8orf47
18,LGI3,IDDMDS|LGIL4
16,TMEM268,C9orf91
603,C9orf72,ALSFTD|DENND9|DENNL72|FTDALS|FTDALS1
9,CCDC171,C9orf93|bA536D16.1|bA778P13.1
23,NAIF1,C9orf90|bA379C10.2
22,FAM219A,C9orf25
12,CCDC107,PSEC0222
3,LINC00537,-
38,ANKS6,ANKRD14|NPHP16|PKDR1|SAMD6
14,SUSD3,-
14,CT83,CXorf61|KK-LC-1|KKLC1
2,LINC01560,CXorf24
16,SLC25A43,-
1,FAM226A,CXorf50|LINC00246A|NCRNA00246|NCRNA00246A
5,RTL3,Mar3|Mart3|SIRH9|ZCCHC5|ZHC5
17,NRK,NESK
3,HMGA1P1,HMGA1L1|HMGIYL1
1,HMGB3P30,-
13,INTS6L,DDX26B
17,ZNF449,ZSCAN19
47,VMA21,MEAX|XMEA
5,TMEM31,-
8,PAGE2,CT16.4|GAGEC2|GAGEE2|PAGE-2
15,CDY2B,CDY
67,ANO5,GDD1|LGMD2L|LGMDR12|TMEM16E
13,RPSAP52,RPSA_17_1251
27,CERS3,ARCI9|LASS3
11,PDILT,PDIA7
1,IGLJCOR18,IGLJ-C/OR18|IGLJ-COR18
21,NLRP11,CLR19.6|NALP11|NOD17|PAN10|PYPAF6|PYPAF7
50,HIPK1,Myak|Nbak2
17,SLC44A5,CTL5
7,AMER3,FAM123C
9,MTLN,LEMP|LINC00116|MOXI|MPM|NCRNA00116|SMIM37|TILR
11,C2orf69,COXPD53
32,DIPK2A,C3orf58|DIA1|GoPro49|HASF
30,SENP5,-
2,NBPF21P,-
16,USF3,KIAA2018
19,TRIML2,SPRYD6
22,LVRN,APQ|AQPEP|TAQPEP
53,SLC36A1,Dct1|LYAAT1|PAT1|TRAMD3
3,C6orf163,-
2,PIP5K1P1,-
18,DHRSX,CXorf11|DHRS5X|DHRS5Y|DHRSXY|DHRSY|SDR46C1|SDR7C6
7,SFTA1P,SFTPF
1,LATD,-
3,PRSS59P,TRY2P|Tryx5
2,TRY7,-
39,SAMD9L,ATXPC|C7DELq|C7orf6|DEL7q|DRIF2|M7MLS1|MLSM7|SCA49|UEF1
16,AMER2,FAM123A
26,ATAD3C,-
56,USP12,UBH1|USP12L1
3,TMEM254-AS1,CPHX
11,PLAC9,-
33,MTIF3,IF3mt
11,GSX1,GSH1|Gsh-1
3,OR8U1,-
6,OR4C16,OR11-135
3,OR4C11,OR11-136|OR4C11P
5,OR4S2,OR11-137|OR4S2P|OST725
3,OR4C6,OR11-138
3,OR5D14,OR11-141|OR11-150
7,OR5L1,OR11-151|OST262
4,OR5D18,OR11-143
4,OR7E5P,OR11-12|OR11-156|OR7F5P
3,OR5AS1,OR11-168
2,OR8K5,OR11-174
3,OR5T2,OR11-177
3,OR8H1,OR11-180
4,OR8K3,OR11-181
4,OR8J1,OR11-183
4,OR8U3,OR11-185|OR5R1|OR5R1P
6,OR5M3,OR11-191
6,OR5M8,OR11-194
5,OR5M11,OR11-199
6,OR5AR1,OR11-209
3,OR5AK4P,PJCG3
11,LRRC55,-
13,SMTNL1,CHASM
8,YPEL4,-
73,MED19,DT2P1G7|LCMR1|MED19AS
6,TEX47,C7orf62|DYBLUF
19,ZNF804B,-
12,FOLH1B,FOLH2|FOLHP|PSM|PSMA-LIKE|PSMAL
18,CABCOCO1,ARIEL|C10orf107
18,TMEM26,-
15,ZCCHC24,C10orf56|Z3CXXC8
23,ENKUR,C10orf63|CFAP106
16,ARMC3,CT81|KU-CT-1|VAC8
76,UNC5B,UNC5H2|p53RDL1
1,PROSER2-AS1,-
41,STOX1,C10orf24
24,FAM241B,C10orf35
29,TYSND1,NET41
18,ZNF25,KOX19|Zfp9
11,GJD4,CX40.1
64,CCNY,C10orf9|CBCP1|CCNX|CFP1
32,RTKN2,PLEKHK1|bA531F24.1
13,TBATA,C10orf27|SPATIAL
9,KCNJ5-AS1,C11orf45
20,HYLS1,HLS
14,TMEM218,JBTS39
6,SLC37A2,SPX2|pp11662
4,OR8B12,OR11-317
4,OR8G5,OR11-298|OR8G5P|OR8G6
3,OR10G8,OR11-274|OR11-282
2,OR10G9,OR10G10P
5,OR10S1,OR11-279
5,OR6T1,OR11-277
3,OR4D5,OR11-276
15,TBCEL,El|LRRC35
6,TLCD5,TMEM136
56,MRPL21,L21mt|MRP-L21|bL21m
55,TPCN2,SHEP10|TPC2
15,SPATA19,CT132|SPAS1|spergen1
6,OR6Q1,OR11-226
4,OR9I1,OR11-228
4,OR9Q1,-
3,OR9Q2,OR9Q2P
3,OR1S2,OR11-231
4,OR1S1,OR11-232|OST034
3,OR10Q1,OR11-233
2,OR5B17,OR11-237|OR5B20P
1,OR5B21,-
7,GLYATL2,BXMAS2-10|GATF-B
21,MPEG1,IMD77|MPG1|MPS1|Mpg-1|P-2
5,OR5A2,-
4,OR5A1,OR11-249|OR5A1P|OST181
9,OR4D6,OR11-250
3,OR4D11,OR4D11P
76,PATL1,Pat1b|hPat1b
7,OOSP2,OOSP2A|PLAC1L|TMEM122
9,MS4A15,-
21,VWCE,URG11|VWC1
16,CYB561A3,CYBASC3|LCYTB
19,SAXO4,C11orf66|IIIG9|PPP1R32
5,GDPD4,GDE6
14,DDIAS,C11orf82|noxin
9,CCDC83,CT148|HSD9|KP-CoT-23
28,LTO1,CIAB1|ORAOV1|TAOS1
2,SHANK2-AS3,C11orf76
20,LRTOMT,CFAP111|DFNB63|LRRC51|LRRC51-TOMT|TOMT
8,ERICH6B,FAM194B
24,CBY2,NURIT|SPERT
18,DLEU7,-
14,FAM124A,-
3,CTAGE3P,CTAGE-3|CTAGE3
4,TPTE2P3,TPTEps1
72,SKA1,C18orf24
15,CFAP53,CCDC11|HTX6
1,GTSCR1,-
17,DOK6,DOK5L|HsT3226
36,ATOH7,Math5|NCRNA|PHPVAR|RNANC|bHLHa13
38,OTUD1,DUBA7|OTDC1
53,HEPACAM,GlialCAM|HEPN1|MLC2A|MLC2B
10,OAF,NS5ATP13TP2
10,TIGD3,-
4,FAM181B,-
8,CCDC89,-
4,LRRC63,-
2,CTAGE10P,-
3,RPS4XP16,RPS4P16|RPS4X_8_1313
22,RNF152,-
3,USP32P2,TL132
23,RPLP0P6,RPLP0_2_209
1,SDHAP4,-
1,CDK7P1,CDK7PS
4,FABP5P3,FABP5L3
19,ZNG1E,CBWD3|CBWD5|DC36
8,RPSAP15,LAMR1P15|LAMRL5|RPSA_25_1791
7,WAC-AS1,-
16,ZNF438,bA330O11.1
38,ZEB1-AS1,-
26,SLC16A9,C10orf36|MCT9
17,FAM13C,FAM13C1
58,MARCHF8,CMIR|MARCH-VIII|MARCH8|MIR|RNF178|c-MIR
1,OR6D1P,OR6D2P
6,ZNF22-AS1,C10orf25
3,TMEM72-AS1,-
246,HNRNPA3,2610510D13Rik|D10S102|FBRNP|HNRPA3
11,ZNF485,-
14,RASGEF1A,CG4853
33,REEP3,C10orf74|Yip2b
122,JMJD1C,KDM3C|TRIP-8|TRIP8
18,UCMA,C10orf49|GRP|GRP/UCMA
4,RPP38-DT,C10orf111
29,FAM171A1,APCN|C10orf38
14,SLC39A12,LZT-Hs8|ZIP-12|ZIP12|bA570F3.1
26,NSUN6,4933414E04Rik|ARL5B-AS1|NOPD1
26,ARL5B,ARL8
6,LRRN4CL,-
125,HNRNPUL2,HNRPUL2|SAF-A2
52,ALKBH3,ABH3|DEPC-1|DEPC1|PCA1|hABH3
18,EEF1AKMT1,ESP13|N6AMT2|eEF1A-KMT
79,SKA3,C13orf3|RAMA1
55,MICU2,1110008L20Rik|EFHA1
33,SPATA13,ARHGEF29|ASEF2
1,CYCSP33,HCP33
37,CPNE2,COPN2|CPN2
14,ADGRG5,GPR114|PGR27
5,PRSS54,CT67|KLKBL4
11,CES5A,CAUXIN|CES4C1|CES5|CES7|HEL126
6,LINC00305,C18orf20|HsT1235|NCRNA00305
8,CCDC162P,C6orf183|C6orf184|C6orf185|CCDC162
25,AK9,AK
30,NT5DC1,C6orf200|LP2642|NT5C2L1
12,CALHM4,C6orf78|FAM26D
23,ZUP1,C6orf113|DUB|ZUFSP
6,FAM162B,C6orf189|bA86F4.2
23,TBC1D32,BROMI|C6orf170|C6orf171
7,BEND6,C6orf65
15,GSTA5,-
22,OPN5,GPR136|GRP136|PGR12|TMEM13
13,ADGRF4,GPR115|PGR18
34,ADGRF5,GPR116|KPG_001
14,TDRD6,CT41.2|NY-CO-45|SPATA36|TDR2|bA446F17.4
7,SPATS1,DDIP|SPATA8|SRSP1
4,LINC03040,C6orf223
20,RSPH9,C6orf206|CILD12|MRPS18AL1
7,LRRC73,C6orf154
1,TREML5P,TLT5|TREML2P|TREML2P1
1,ADCY10P1,-
23,OARD1,C6orf130|TARG1|dJ34B21.3
60,KIF6,C6orf102|dJ1043E3.1|dJ137F1.4|dJ188D3.1
8,TMEM217,C6orf128|dJ355M6.2
18,FGD2,ZFYVE4
15,PI16,CD364|CRISP9|MSMBBP|PSPBP
25,C6orf89,BRAP|PS1TP5TP1
12,ARMC12,C6orf81
12,SMIM29,C6orf1|LBH
61,LEMD2,CTRCT42|LEM2|MARUPS|NET25|dJ482C21.1
36,ZBTB9,ZNF919
21,ZBTB12,Bat9|C6orf46|D6S59E|G10|NG35
16,C6orf136,-
5,RANP1,Ras-like|TC4
2,ZSCAN12P1,ZNF187p1|ZNF305P1|ZNF96L1|ZNF96P1|ZSCAN12L1|dJ313I6.7
60,H2AC1,H2AA|H2AFR|HIST1H2AA|HISTH2AA|TH2A|bA317E16.2
57,KDM1B,AOF1|C6orf193|LSD2
37,RBM24,RNPC6|dJ259A10.1
21,RNF182,-
83,PHACTR1,DEE70|EIEE70|RPEL|RPEL1|dJ257A7.2
4,SMIM13,C6orf228
16,SYCP2L,C6orf177|NO145|dJ62D2.1
1,MRPL48P1,MRPL48L1|dJ290I10.4
14,LINC00518,C6orf218|LENOX
10,PXDC1,C6orf145
6,SERPINB9P1,SERPINB9P
19,ZSCAN25,ZNF498
13,FAM200A,C7orf38
13,VWDE,-
25,PRPS1L1,PRPS1|PRPS3|PRPSL|PRS-III
48,POLR1F,A43|RPA43|TWISTNB
15,SP8,BTD
2,EEF1A1P6,EEF1AL4
61,HOXA11-AS,HOXA-AS5|HOXA11-AS1|HOXA11AS|HOXA11S|LncHOXA11|NCRNA00076
112,JAZF1,TIP27|ZNF802
12,PPP1R35,C7orf47
20,GPC2,-
64,BRAT1,BAAT1|C7orf27|NEDCAS|RMFSL
32,SDK1,-
144,FOXK1,FOXK1L
15,MMD2,PAQR10
2,LOC221946,-
29,DAGLB,DAGLBETA|KCCR13L
19,CCZ1B,C7orf28A|C7orf28B|CCZ1|H_NH0577018.2
45,THSD7A,-
3,SLC25A5P3,ANTP1
15,VSTM2A,VSTM2
2,TTC4P1,TTC4P
46,TMED4,ERS25|GMP25iso|HNLF|p24a3|p24alpha3
2,DKFZP586I1420,-
16,MTURN,C7orf41|Ells1
13,PRR15,-
12,SRRM3,-
46,RSBN1L,-
13,ELAPOR2,EIG121L|KIAA1324L
66,LRWD1,CENP-33|ORCA
10,FAM185A,-
20,FBXL13,CFAP169|DRC6|Fbl13
23,NAPEPLD,C7orf18|FMP30|NAPE-PLD
27,ATXN7L1,ATXN7L4
28,CDHR3,CDH28
28,BEND7,C10orf30
46,LNX2,PDZRN1
18,ADGRG3,GPR97|PB99|PGR26
12,HS3ST5,3-OST-5|3OST5|HS3OST5|NBLA04021
35,GPRC6A,GPCR|bA86F4.3
27,RFX6,MTCHRS|MTFS|RFXDC1|dJ955L16.1
20,SLC35F1,C6orf169|dJ230I3.1
55,FAM83B,C6orf143
9,ADGRF2,GPR111|PGR20|hGPCR35
9,TSPO2,BZRPL1
10,UNC5CL,MUXA|ZUD
26,KCTD20,C6orf69|dJ108K11.3
5,PXT1,STEPP
20,LHFPL5,DFNB67|TMHS|dJ510O8.8
27,SCUBE3,CEGF3|SSFSC2
14,ZSCAN23,ZNF390|ZNF453|dJ29K1.3|dJ29K1.3.1
22,NKAPL,C6orf194|bA424I5.1
1,TOB2P1,TOB2P|TOB4p|p373c6.3
8,FAM217A,C6orf146
17,TMEM130,-
16,FERD3L,N-TWIST|NATO3|NTWIST|PTFB|bHLHa31
2,RPL23P8,RPL23_4_790
9,NYAP1,C7orf51
32,SLC29A4,ENT4|PMAT
7,RSPH10B,-
7,ITPRID1,CCDC129
26,ZNRF2,RNF202
26,SEMA3D,Sema-Z2|coll-2
48,MAPK15,ERK7|ERK8
32,SPDYA,RINGO3|RINGOA|SPDY1|SPY1
9,MS4A6E,-
14,VGLL2,VGL2|VITO1
15,CNPY4,PRAT4B
11,DEFB105A,BD-5|DEFB-5|DEFB105
15,DEFB106A,BD-6|DEFB-6|DEFB106
11,DEFB107A,BD-7|DEFB-7|DEFB107
5,DEFB108B,DEFB-8|hBD-8
4,DEFB109A,DEFB-9|DEFB109|DEFB109P1
6,DEFB110,DEFB-10|DEFB-11|DEFB111
4,DEFB112,DEFB-12
2,DEFB113,DEFB-13
6,DEFB114,DEFB-14|DEFB14
4,DEFB115,DEFB-15
4,DEFB116,DEFB-16
2,DEFB117,DEFB-17
16,DEFB119,DEFB-19|DEFB-20|DEFB120|DEFB20|ESC42-RELA|ESC42-RELB
9,DEFB121,DEFB21|ESC42RELC
2,DEFB122,DEFB-22|DEFB122P|DEFB22
6,DEFB123,DEFB-23|DEFB23|ESC42-RELD
7,DEFB124,DEFB-24
7,DEFB125,DEFB-25
8,DEFB128,DEFB-28|DEFB28|hBD-28
7,DEFB130A,DEFB-30|DEFB130|DEFB130L|DEFB30
29,ATP6V0D2,ATP6D2|VMA6
32,ATP6V1C2,ATP6C2|VMA5
25,CTAG1A,CT6.1|ESO1|LAGE-2|LAGE2A|NY-ESO-1
2,TTTY10,NCRNA00133|TTY10
1,TTTY7,CLONE795723|LINC00129|NCRNA00129|TTTY7A|TTTY7B|TTY7
2,ZNF736P3Y,ZNF381P|ZNF736P3|ZNF736PY3
12,TXLNGY,CYorf15A|CYorf15B|TXLNG2P
47,CNOT6L,CCR4b
10,GAS2L2,CILD41|GAR17
13,AKR7L,AFAR3|AFB1-AR
2,AKR7A2P1,AFARP1
64,CDC26,ANAPC12|APC12|C9orf17
1,IKBKGP1,IKBKGP|deltaNEMO
26,SLC17A8,DFNA25|VGLUT3
65,RNASEH1,H1RNA|PEOB2|RNH1
1,BMND3,-
1,BDA1B,-
22,AFG1L,AFG1|LACE1|c222389
1,TRBV22OR9-2,TCRBV22S2|TCRBV29S2O
1,TRBV26OR9-2,TCRBV26S2|TCRBV28S2|TCRBV28S2O
1,TRBVAOR9-2,TCRBV33S2|TRBVA/OR9-2
1,DFNA47,DFNB83
1,C21orf91-OT1,D21S2089E|NCRNA00285
2,VAMAS6,VTLG
34,STAC3,CMYP13|MYPBB|NAM
31,PELI3,-
2,LINC00315,C21orf93|NCRNA00315
4,LINC00314,C21orf94|NCRNA00314
1,CKS1BP3,-
1,YWHAQP2,-
1,UBE2SP1,-
14,POLR2J2,HRPB11B|RPB11b1
33,STH,MAPTIT
1,MYAS1,-
1,MTVR2,-
11,SPESP1,ESP|SP-ESP
332,IL27,IL-27|IL-27A|IL27A|IL27p28|IL30|p28
1,SMU1P1,-
48,TMEM9,DERM4|TMEM9A
1,SRP68P2,SRPSMCR
2,SRP68P1,SRPSMCR
1,AAT1,FAA1
1,AAT2,FAA2
17,ZNF396,ZSCAN14
1,FAM197Y2,CYorf16|FAM197Y2P
1,TTTY16,NCRNA00139
1,TTTY17A,NCRNA00140|TTTY17
1,TTTY18,NCRNA00143
1,TTTY20,NCRNA00145
1,TTTY19,NCRNA00144
1,TTTY21,NCRNA00146
2,TTTY22,NCRNA00147
1,TTTY23,NCRNA00148|TTTY23B
3,TPM3P1,TPM3L2
68,NEIL2,NEH2|NEI2
53,STXBP4,Synip
339,FNDC5,FRCP2|irisin
13,HEPACAM2,MIKI
1,RPL31P8,RPL31_8_567
15,TECRL,CPVT3|GPSN2L|SRD5A2L2|TERL
11,HCG27,bCX101P6.9|bPG299F13.9|bQB115I13.2
2,CUTALP,PSMD5-AS1
2,LINGO1-AS1,-
5,LINC00612,C12orf33
31,PRR14L,C22orf30
14,EPHX4,ABHD7|EH4|EPHXRP
18,CDY1B,CDY
